
param N_Operations:=145; 

param N_devices:=500;

#param N_Colab:=xxx;

param N_Workst:=22;

param Tshift:= 23444.1; #  = (8*60-23)*60*0.9*0.95

# param maxColabPosto:=###;

param Operacoes:1 2:=
1	3.5	1
2	3.4	1
3	0.8	2
4	3.5	2
5	3	2
6	8.5	2
7	0.9	2
8	3.5	3
9	0.7	3
10	2	3
11	9	3
12	2.5	3
13	3	3
14	1.2	4
15	4	4
16	1.8	4
17	0.7	4
18	0.9	4
19	5	4
20	1.6	4
21	0	4
22	3.5	5
23	3.5	6
24	1.5	7
25	7	7
26	3.5	7
27	3	7
28	1.5	7
29	4	7
30	2.5	7
31	1.5	8
32	1.5	8
33	2	8
34	3.5	8
35	9.8	8
36	2.5	8
37	1	8
38	1	8
39	4	9
40	3.5	9
41	1	9
42	2.7	9
43	4.5	9
44	5	9
45	2	9
46	14	9
47	2.3	9
48	0.7	10
49	4.3	10
50	2	10
51	1.5	10
52	2.5	10
53	1	10
54	3	10
55	3.5	10
56	1.5	10
57	1.5	10
58	2.5	10
59	2.3	11
60	9	11
61	1.2	11
62	9	11
63	1.2	11
64	3.5	11
65	2.5	12
66	2	12
67	5	12
68	11	12
69	5	12
70	3	12
71	2.5	12
72	2	12
73	2.5	12
74	3.5	13
75	1	13
76	9.5	13
77	0.7	13
78	9.5	13
79	0.7	13
80	2.9	13
81	1	13
82	10	13
83	4	13
84	5	13
85	2.5	14
86	1.2	15
87	0.7	15
88	19	15
89	0.7	15
90	1	15
91	9	16
92	3	16
93	6	16
94	3.5	16
95	5	16
96	8	16
97	8	16
98	1.2	16
99	5	16
100	1	16
101	1.5	17
102	9	17
103	4	17
104	1	17
105	5	17
106	1.5	17
107	9	17
108	12	17
109	1.5	17
110	2	17
111	1.2	17
112	1.5	17
113	1	17
114	4	17
115	1.5	17
116	1.5	18
117	1	18
118	4	18
119	1.5	18
120	1.5	18
121	5.2	18
122	1.5	19
123	1.5	19
124	1.5	19
125	1	19
126	3	19
127	3	19
128	1	19
129	1.5	19
130	1.5	19
131	3.5	19
132	3	19
133	1	19
134	1.5	20
135	12	20
136	2	20
137	6	20
138	2	20
139	1	20
140	9	21
141	4	21
142	1	22
143	9	22
144	2.5	22
145	1.5	22;
